Campus Name,Campus,Campus Type,Campus Type Description
THE NBISD LEARNING CENTER,046901038,41,41-Rural: Fringe
THE ODESSA Y LEARNING CENTER,068901134,12,12-City: Mid-size
THE PANDA PATH SCHOOL,101920129,11,11-City: Large
THE PHOENIX ACADEMY,220908006,21,21-Suburb: Large
THE PRO-VISION ACADEMY,101868001,11,11-City: Large
THE REFUGE,227806051,11,11-City: Large
THE RHODES SCHOOL - HUMBLE,101861105,21,21-Suburb: Large
THE RHODES SCHOOL - NORTHSHORE CAMPUS,101861104,21,21-Suburb: Large
THE SCHOOL FOR INTERNATIONAL STUDIES AT BAMMEL,101919130,21,21-Suburb: Large
THE SUMMIT (HIGH SCHOOL),101917014,21,21-Suburb: Large
THE SUMMIT (INTERMEDIATE),101917055,21,21-Suburb: Large
THE SUMMIT LEADERSHIP ACADEMY,126906105,31,31-Town: Fringe
THE TIGER TRAIL SCHOOL,101920132,11,11-City: Large
THE UNIVERSITY OF TEXAS AT AUSTIN INTERNATIONAL H,227506002,11,11-City: Large
THE VARNETT SCHOOL - EAST,101814103,11,11-City: Large
THE VARNETT SCHOOL - NORTHEAST,101814102,11,11-City: Large
THE WILDCAT WAY SCHOOL,101920128,11,11-City: Large
THE WOODLANDS H S,170902003,12,12-City: Mid-size
THEISS EL,101915106,21,21-Suburb: Large
THELMA ELIZABETH PAGE RICHARDSON EL,057905303,11,11-City: Large
THELMA JONES EL,220908117,11,11-City: Large
THELMA ROSA SALINAS STEM EARLY COLLEGE H S,108912010,41,41-Rural: Fringe
THERAPEUTIC EDUCATION PROGRAM,101915035,21,21-Suburb: Large
THERON JONES EARLY LITERACY CENTER,019907107,13,13-City: Small
THIGPEN-ZAVALA EL,108906130,12,12-City: Mid-size
THOMAS ARNOLD EL,014908102,42,42-Rural: Distant
THOMAS BUZBEE VOCATIONAL SCHOOL,236801001,42,42-Rural: Distant
THOMAS C MARSH MIDDLE,057905054,11,11-City: Large
THOMAS EL,043910117,11,11-City: Large
THOMAS EL,221901151,12,12-City: Mid-size
THOMAS HANCOCK EL,101917148,11,11-City: Large
THOMAS J RUSK EL,174904110,33,33-Town: Remote
THOMAS J RUSK MIDDLE,057905055,11,11-City: Large
THOMAS JEFFERSON H S,057905007,11,11-City: Large
THOMAS L MARSALIS EL STEAM ACADEMY,057905183,11,11-City: Large
THOMAS MANOR,071905146,11,11-City: Large
THOMAS MIDDLE,101912077,11,11-City: Large
THOMAS R CULVER EL,079901143,41,41-Rural: Fringe
THOMAS TOLBERT EL,057905277,11,11-City: Large
THOMPSON EL,057914127,21,21-Suburb: Large
THOMPSON EL,101902117,11,11-City: Large
THOMPSON EL,101912243,11,11-City: Large
THOMPSON EL,057903111,21,21-Suburb: Large
THOMPSON INT,101917049,11,11-City: Large
THORNDALE EL,166905101,42,42-Rural: Distant
THORNDALE H S,166905001,42,42-Rural: Distant
THORNDALE MIDDLE,166905041,42,42-Rural: Distant
THORNTON EL,015915149,11,11-City: Large
THORNTON EL,014909111,13,13-City: Small
THORNTON EL,220901114,11,11-City: Large
THORNTON MIDDLE,101907050,21,21-Suburb: Large
THORNWOOD EL,101920123,11,11-City: Large
THOUSAND OAKS EL,015910126,11,11-City: Large
THRALL EL,246912101,42,42-Rural: Distant
THRALL H S,246912001,42,42-Rural: Distant
THRALL MIDDLE,246912042,42,42-Rural: Distant
THREE LAKES MIDDLE,212905049,12,12-City: Mid-size
THREE RIVERS EL,149902101,43,43-Rural: Remote
THREE RIVERS JR/SR H S,149902001,43,43-Rural: Remote
THREE WAY ISD,072901101,42,42-Rural: Distant
THRIVE CENTER FOR SUCCESS,170802001,22,22-Suburb: Mid-size
THROCKMORTON COLLEGIATE ISD,224901001,43,43-Rural: Remote
THUNDERBIRD EL,095905109,33,33-Town: Remote
THURGOOD MARSHALL EL,057916146,11,11-City: Large
THURGOOD MARSHALL H S,079907012,21,21-Suburb: Large
THURGOOD MARSHALL LEADERSHIP ACADEMY,057910129,21,21-Suburb: Large
TIBBALS EL,043914107,21,21-Suburb: Large
TICE EL,101910111,21,21-Suburb: Large
TIDEHAVEN H S,158902001,42,42-Rural: Distant
TIDEHAVEN INT,158902041,42,42-Rural: Distant
TIERRA BLANCA EARLY CHILDHOOD CENTER,059901107,32,32-Town: Distant
TIERRA DEL SOL EL,071905132,11,11-City: Large
TIJERINA EL,101912279,11,11-City: Large
TIMBER CREEK EL,061902108,21,21-Suburb: Large
TIMBER CREEK EL,101921113,12,12-City: Mid-size
TIMBER CREEK EL,187907102,32,32-Town: Distant
TIMBER CREEK H S,220907005,11,11-City: Large
TIMBER LAKES EL,170907105,41,41-Rural: Fringe
TIMBER RIDGE EL,014906133,12,12-City: Mid-size
TIMBERLINE EL,220906104,13,13-City: Small
TIMBERS EL,101913110,21,21-Suburb: Large
TIMBERVIEW MIDDLE,220907046,11,11-City: Large
TIMBERWILDE EL,015915132,11,11-City: Large
TIMBERWOOD MIDDLE,101913046,21,21-Suburb: Large
TIMBERWOOD PARK EL,046902114,21,21-Suburb: Large
TIMMERMAN EL,227904103,21,21-Suburb: Large
TIMPSON SCHOOL,210905001,43,43-Rural: Remote
TINSLEY EL,101912374,11,11-City: Large
TIOGA SCHOOL,091907101,42,42-Rural: Distant
TIPPIN EL,071902168,11,11-City: Large
TIPPS EL,101907141,21,21-Suburb: Large
TISD CHILD & ADOLESCENT SCHOOL,129906104,41,41-Rural: Fringe
TISINGER EL,057914112,21,21-Suburb: Large
TISON MIDDLE,184903042,31,31-Town: Fringe
TIVY H S,133903001,41,41-Rural: Fringe
TNC CAMPUS (TEXAS NEUROREHABILITATION CENTER),227806024,11,11-City: Large
TOBIAS EL,105906110,21,21-Suburb: Large
TOLAR EL,111903101,42,42-Rural: Distant
TOLAR H S,111903001,42,42-Rural: Distant
TOLAR J H,111903041,42,42-Rural: Distant
TOLER EL,057909136,21,21-Suburb: Large
TOM AND NITA NICHOLS MIDDLE,126905043,21,21-Suburb: Large
TOM BEAN EL,091918101,42,42-Rural: Distant
TOM BEAN H S,091918001,42,42-Rural: Distant
TOM BEAN MIDDLE,091918041,42,42-Rural: Distant
TOM C GOOCH EL,057905148,11,11-City: Large
TOM GREEN EL,105906103,21,21-Suburb: Large
TOM HICKS EL,061902134,21,21-Suburb: Large
TOM LEA JR EL,071902178,11,11-City: Large
TOM R ELLISOR EL,170906108,22,22-Suburb: Mid-size
TOM WILSON EL,101914133,21,21-Suburb: Large
TOMBALL ALTERNATIVE EDUCATION CENTER,101921104,21,21-Suburb: Large
TOMBALL EL,101921108,21,21-Suburb: Large
TOMBALL H S,101921001,21,21-Suburb: Large
TOMBALL INT,101921105,21,21-Suburb: Large
TOMBALL J H,101921042,21,21-Suburb: Large
TOMBALL MEMORIAL H S,101921002,21,21-Suburb: Large
TOMBALL STAR ACADEMY,101921005,21,21-Suburb: Large
TOMLINSON EL,015915231,41,41-Rural: Fringe
TOMPKINS H S,101914012,21,21-Suburb: Large
TONY GONZALEZ EL,031913101,41,41-Rural: Fringe
TOOL EL,107906104,41,41-Rural: Fringe
TORNILLO EL,071908101,32,32-Town: Distant
TORNILLO H S,071908001,41,41-Rural: Fringe
TORNILLO INT,071908044,41,41-Rural: Fringe
TORNILLO J H,071908041,41,41-Rural: Fringe
TOSCH EL,057914113,21,21-Suburb: Large
TOUGH EL,170902071,12,12-City: Mid-size
TOWN CENTER EL,057922108,21,21-Suburb: Large
TOWNEWEST EL,079907114,21,21-Suburb: Large
TOWNLEY EL,057912120,11,11-City: Large
TRADEWIND EL,188901143,12,12-City: Mid-size
TRADITION EL,015911108,42,42-Rural: Distant
TRANSFORMING LIVES COOPERATIVE (TLC),084901011,41,41-Rural: Fringe
TRANSITION CTR,220905035,11,11-City: Large
TRANSITION PROGRAM,220916120,21,21-Suburb: Large
TRANSMOUNTAIN EARLY COLLEGE H S,071902015,11,11-City: Large
TRAUTMANN EL,240903110,11,11-City: Large
TRAUTMANN MIDDLE,240903048,11,11-City: Large
TRAVIS 6TH GRADE CAMPUS,188901053,12,12-City: Mid-size
TRAVIS B BRYAN H S,021902001,13,13-City: Small
TRAVIS CO J J A E P,227904008,11,11-City: Large
TRAVIS COUNTY DAY SCHOOL,227901027,11,11-City: Large
TRAVIS COUNTY J J A E P,227901036,11,11-City: Large
TRAVIS COUNTY JUVENILE DETENTION CENTER,227901030,11,11-City: Large
TRAVIS EARLY COLLEGE H S,227901007,11,11-City: Large
TRAVIS EARLY COLLEGE H S,015907022,11,11-City: Large
TRAVIS EL,079901108,21,21-Suburb: Large
TRAVIS EL,108907103,21,21-Suburb: Large
TRAVIS EL,101911114,13,13-City: Small
TRAVIS EL,108904111,12,12-City: Mid-size
TRAVIS EL,096904103,43,43-Rural: Remote
TRAVIS EL,090904107,33,33-Town: Remote
TRAVIS EL,123907108,13,13-City: Small
TRAVIS EL,070903104,32,32-Town: Distant
TRAVIS EL,071902143,11,11-City: Large
TRAVIS EL,178904136,11,11-City: Large
TRAVIS EL,105902105,41,41-Rural: Fringe
TRAVIS EL,031903112,13,13-City: Small
TRAVIS EL,101912249,11,11-City: Large
TRAVIS EL,116905107,32,32-Town: Distant
TRAVIS H S OF CHOICE,139909008,41,41-Rural: Fringe
TRAVIS HTS EL,227901140,11,11-City: Large
TRAVIS INT,170902070,13,13-City: Small
TRAVIS MIDDLE,099903041,43,43-Rural: Remote
TRAVIS MIDDLE,057912043,11,11-City: Large
TRAVIS MIDDLE,029901043,32,32-Town: Distant
TRAVIS MIDDLE,108906042,12,12-City: Mid-size
TRAVIS MIDDLE,188901047,12,12-City: Mid-size
TRAVIS PRI,112901105,33,33-Town: Remote
TRAVIS SCIENCE ACADEMY,014909042,13,13-City: Small
TREASURE FOREST EL,101920125,11,11-City: Large
TREASURE HILLS EL,031903117,13,13-City: Small
TREETOPS SCHOOL INTERNATIONAL,220801001,11,11-City: Large
TRENT INDEPENDENT SCHOOL DISTRICT,221905001,42,42-Rural: Distant
TRENT MIDDLE,043905055,41,41-Rural: Fringe
TRENTON EL,074912101,42,42-Rural: Distant
TRENTON H S,074912001,42,42-Rural: Distant
TRENTON MIDDLE,074912041,42,42-Rural: Distant
TREVINO EL,108904106,12,12-City: Mid-size
TRI CO JUVENILE DETENT,091906035,41,41-Rural: Fringe
TRIMBLE TECHNICAL H S,220905011,11,11-City: Large
TRIMMIER EL,014906127,12,12-City: Mid-size
TRINIDAD GARZA EARLY COLLEGE AT MT VIEW,057905088,11,11-City: Large
TRINIDAD SCHOOL,107907001,42,42-Rural: Distant
TRINITY BASIN PREPARATORY,057813104,11,11-City: Large
TRINITY BASIN PREPARATORY,057813101,11,11-City: Large
TRINITY BASIN PREPARATORY INC,057813105,21,21-Suburb: Large
TRINITY CHARTER SCHOOL,046802001,42,42-Rural: Distant
TRINITY CHARTER SCHOOL - BRENHAM CAMPUS,046802014,41,41-Rural: Fringe
TRINITY CHARTER SCHOOL - SPRING CAMPUS,046802015,21,21-Suburb: Large
TRINITY CHARTER SCHOOLS - AMAZING GRACE,046802020,42,42-Rural: Distant
TRINITY CHARTER SCHOOLS - BRAVEHEART,046802023,21,21-Suburb: Large
TRINITY CHARTER SCHOOLS - CAMP WORTH,046802018,11,11-City: Large
TRINITY CHARTER SCHOOLS - FORT WORTH CAMPUS,046802016,11,11-City: Large
TRINITY CHARTER SCHOOLS - KARYN'S HOUSE,046802021,41,41-Rural: Fringe
TRINITY CHARTER SCHOOLS - NEW PATHWAYS,046802022,41,41-Rural: Fringe
TRINITY CHARTER SCHOOLS NICOLES PLACE,046802019,41,41-Rural: Fringe
TRINITY H S,228903001,41,41-Rural: Fringe
TRINITY H S,220916002,21,21-Suburb: Large
TRINITY HEIGHTS GIFTED AND TALENTED SCHOOL,057905186,11,11-City: Large
TRINITY J H,228903041,41,41-Rural: Fringe
TRINITY LAKES EL,220916111,11,11-City: Large
TRINITY MEADOWS INT,220907123,11,11-City: Large
TRINITY SPRINGS MIDDLE,220907045,11,11-City: Large
TRIUMPH PUBLIC HIGH SCHOOLS-BROWNSVILLE,108804004,12,12-City: Mid-size
TRIUMPH PUBLIC HIGH SCHOOLS-EL PASO EAST,071803002,11,11-City: Large
TRIUMPH PUBLIC HIGH SCHOOLS-EL PASO WEST,071803001,11,11-City: Large
TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO NORTH,240801001,11,11-City: Large
TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO SOUTH,240801002,11,11-City: Large
TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOCK,152803001,11,11-City: Large
TRIUMPH PUBLIC HIGH SCHOOLS-MCALLEN,108804002,12,12-City: Mid-size
TRIUMPH PUBLIC HIGH SCHOOLS-MERCEDES,108804001,21,21-Suburb: Large
TRIUMPH PUBLIC HIGH SCHOOLS-SAN BENITO,108804003,22,22-Suburb: Mid-size
TRIVIUM ACADEMY,061805001,21,21-Suburb: Large
TROUP EL,212904102,42,42-Rural: Distant
TROUP H S,212904002,42,42-Rural: Distant
TROUP MIDDLE,212904041,42,42-Rural: Distant
TROUT PRI,003903130,33,33-Town: Remote
TROY EL,014910101,41,41-Rural: Fringe
TROY H S,014910001,41,41-Rural: Fringe
TRUETT WILSON MIDDLE,061911046,11,11-City: Large
TRUITT MIDDLE,101907048,21,21-Suburb: Large
TRUMAN EL,108904119,12,12-City: Mid-size
TULIA EL,219903101,41,41-Rural: Fringe
TULIA H S,219903001,33,33-Town: Remote
TULIA J H,219903041,33,33-Town: Remote
TULOSO-MIDWAY ACADEMIC CAREER CENTER,178912002,41,41-Rural: Fringe
TULOSO-MIDWAY H S,178912001,11,11-City: Large
TULOSO-MIDWAY INT,178912104,11,11-City: Large
TULOSO-MIDWAY MIDDLE,178912041,11,11-City: Large
TULOSO-MIDWAY PRI,178912101,11,11-City: Large
TURN AROUND GRADUATE,161920002,41,41-Rural: Fringe
TURNER EL,101917132,21,21-Suburb: Large
TURNER EL,170904104,41,41-Rural: Fringe
TURNER H S,057903001,21,21-Suburb: Large
TURNER PREKINDERGARTEN ACADEMY,070912113,21,21-Suburb: Large
TURNING POINT SECONDARY SCHOOL,220901007,11,11-City: Large
TUSCANY HEIGHTS,015910144,21,21-Suburb: Large
TWAIN EL,101912251,11,11-City: Large
TWIN CREEKS MIDDLE,101919045,21,21-Suburb: Large
TWO DIMENSIONS AT CORSICANA,101840102,32,32-Town: Distant
TWO DIMENSIONS PREPARATORY ACADEMY,101840101,11,11-City: Large
TWO DIMENSIONS/VICKERY,101840103,21,21-Suburb: Large
TYLER CLASSICAL ACADEMY,221801046,12,12-City: Mid-size
TYLER H S,212905003,12,12-City: Mid-size
TYLER ISD EARLY COLLEGE H S,212905006,12,12-City: Mid-size
TYLER LEGACY H S,212905001,12,12-City: Mid-size
TYNAN EARLY CHILDHOOD CAMPUS,015907244,11,11-City: Large
TYRRELL EL,123907109,13,13-City: Small
UHLAND EL,105906118,41,41-Rural: Fringe
ULRICH INT,101915049,21,21-Suburb: Large
UME MANSFIELD EL,057845003,21,21-Suburb: Large
UME PREPARATORY ACADEMY,057845001,41,41-Rural: Fringe
UME PREPARATORY ACADEMY - DUNCANVILLE,057845002,21,21-Suburb: Large
UMPHREY LEE EL,057905175,11,11-City: Large
UNDERWOOD EL,002901104,32,32-Town: Distant
UNION GROVE EL,230908101,41,41-Rural: Fringe
UNION GROVE H S,230908001,23,23-Suburb: Small
UNION GROVE J H,230908041,23,23-Suburb: Small
UNION GROVE MIDDLE,014906051,22,22-Suburb: Mid-size
UNION HILL EL,246909137,41,41-Rural: Fringe
UNION HILL H S,230904001,42,42-Rural: Distant
UNION PARK EL,061901128,41,41-Rural: Fringe
UNITED H S,240903001,41,41-Rural: Fringe
UNITED MIDDLE,240903041,11,11-City: Large
UNITED SOUTH H S,240903002,11,11-City: Large
UNITED SOUTH MIDDLE,240903043,11,11-City: Large
UNITED STEP ACADEMY,240903004,31,31-Town: Fringe
UNIVERSAL ACADEMY,057808101,11,11-City: Large
UNIVERSAL ACADEMY - COPPELL,057808102,21,21-Suburb: Large
UNIVERSITY H S,161914003,12,12-City: Mid-size
UNIVERSITY H S,227806043,11,11-City: Large
UNIVERSITY OF TEXAS AT AUSTIN H S,227506001,11,11-City: Large
UNIVERSITY OF TEXAS EL CHARTER SCHOOL,227819101,11,11-City: Large
UNIVERSITY PARK EL,057911104,21,21-Suburb: Large
UNLIMITED VISIONS AFTERCARE,227806041,21,21-Suburb: Large
UPHAUS EARLY CHILDHOOD CENTER,227901177,11,11-City: Large
UPLAND HEIGHTS EL,152907111,41,41-Rural: Fringe
UPLIFT ASCEND,057803017,11,11-City: Large
UPLIFT ASCEND MIDDLE,057803051,11,11-City: Large
UPLIFT ATLAS PREPARATORY - H S,057803010,11,11-City: Large
UPLIFT ATLAS PREPARATORY - MIDDLE,057803048,11,11-City: Large
UPLIFT ATLAS PREPARATORY - PRI,057803110,11,11-City: Large
UPLIFT CRESCENDO PREPARATORY PRI,057803115,11,11-City: Large
UPLIFT EDUCATIION-NORTH HILLS PREP PRI,057803101,11,11-City: Large
UPLIFT EDUCATION - INFINITY PREPARATORY MIDDLE SCH,057803043,11,11-City: Large
UPLIFT EDUCATION - INFINITY PREPARATORY PRI,057803102,11,11-City: Large
UPLIFT EDUCATION - UPLIFT GRAND PREPARATORY,057803003,21,21-Suburb: Large
UPLIFT EDUCATION-NORTH HILLS PREP H S,057803002,11,11-City: Large
UPLIFT EDUCATION-NORTH HILLS PREP MIDDLE,057803041,11,11-City: Large
UPLIFT ELEVATE PREPARATORY MIDDLE,057803050,11,11-City: Large
UPLIFT ELEVATE PREPARATORY SCHOOL,057803018,11,11-City: Large
UPLIFT GRADUS PREPARATORY,057803103,21,21-Suburb: Large
UPLIFT GRAND H S,057803016,21,21-Suburb: Large
UPLIFT GRAND SECONDARY,057803011,21,21-Suburb: Large
UPLIFT HAMPTON PREPARATORY H S,057803007,11,11-City: Large
UPLIFT HAMPTON PREPARATORY MIDDLE,057803044,11,11-City: Large
UPLIFT HAMPTON PREPARATORY PRI,057803111,11,11-City: Large
UPLIFT HEIGHTS PREPARATORY H S,057803006,11,11-City: Large
UPLIFT HEIGHTS PREPARATORY MIDDLE,057803046,11,11-City: Large
UPLIFT HEIGHTS PREPARATORY PRI,057803104,11,11-City: Large
UPLIFT INFINITY H S,057803013,11,11-City: Large
UPLIFT LUNA PREPARATORY H S,057803005,11,11-City: Large
UPLIFT LUNA PREPARATORY PRI,057803107,11,11-City: Large
UPLIFT LUNA SECONDARY SCHOOL,057803012,11,11-City: Large
UPLIFT MERIDIAN SCHOOL,057803108,11,11-City: Large
UPLIFT MIGHTY H S,057803014,11,11-City: Large
UPLIFT MIGHTY MIDDLE,057803049,11,11-City: Large
UPLIFT MIGHTY SCHOOL,057803008,11,11-City: Large
UPLIFT PINNACLE PREPARATORY PRI,057803105,11,11-City: Large
UPLIFT SUMMIT INTERNATIONAL H S,057803009,11,11-City: Large
UPLIFT SUMMIT INTERNATIONAL MIDDLE,057803047,11,11-City: Large
UPLIFT SUMMIT INTERNATIONAL PRI,057803109,11,11-City: Large
UPLIFT TRIUMPH PREPARATORY SCHOOL,057803106,11,11-City: Large
UPLIFT WHITE ROCK HILLS PREP,057803114,11,11-City: Large
UPLIFT WILLIAMS PREPARATORY H S,057803004,11,11-City: Large
UPLIFT WILLIAMS PREPARATORY MIDDLE,057803045,11,11-City: Large
UPLIFT WILLIAMS PREPARATORY PRI,057803112,11,11-City: Large
UPLIFT WISDOM SECONDARY,057803015,11,11-City: Large
URBAN PARK EL,057905222,11,11-City: Large
URSULA STEPHENS EL,101914128,21,21-Suburb: Large
UT - UNIVERSITY CHARTER SCHOOL AT HIGH POINT,227806034,11,11-City: Large
UT TYLER UNIVERSITY ACADEMY AT LONGVIEW,212804102,13,13-City: Small
UT TYLER UNIVERSITY ACADEMY AT PALESTINE,212804103,32,32-Town: Distant
UT TYLER UNIVERSITY ACADEMY AT TYLER,212804001,12,12-City: Mid-size
UTOPIA SCHOOL,232904001,43,43-Rural: Remote
UTPB STEM ACADEMY,068803001,12,12-City: Mid-size
UVALDE DUAL LANGUAGE ACADEMY,232903111,33,33-Town: Remote
UVALDE H S,232903001,33,33-Town: Remote
V M ADAMS EL,015904106,11,11-City: Large
V R EATON H S,061911011,41,41-Rural: Fringe
VALE MIDDLE,015915056,11,11-City: Large
VALENTINE SCHOOL,122902001,43,43-Rural: Remote
VALLE VERDE EARLY COLLEGE H S,071905017,11,11-City: Large
VALLEY CREEK EL,043907108,22,22-Suburb: Mid-size
VALLEY HI EL,015915113,11,11-City: Large
VALLEY MILLS EL,018904101,42,42-Rural: Distant
VALLEY MILLS H S,018904001,42,42-Rural: Distant
VALLEY MILLS J H,018904041,42,42-Rural: Distant
VALLEY OAKS EL,101920115,11,11-City: Large
VALLEY RANCH EL,170908109,21,21-Suburb: Large
VALLEY RANCH EL,057922110,11,11-City: Large
VALLEY SCHOOL,096905001,43,43-Rural: Remote
VALLEY VIEW EARLY COLLEGE CAMPUS,108916041,21,21-Suburb: Large
VALLEY VIEW EL,108916102,21,21-Suburb: Large
VALLEY VIEW EL,227909103,21,21-Suburb: Large
VALLEY VIEW EL,049903101,42,42-Rural: Distant
VALLEY VIEW H S,049903001,42,42-Rural: Distant
VALLEY VIEW H S,108916001,21,21-Suburb: Large
VALLEY VIEW J H,108916042,21,21-Suburb: Large
VALLEY VIEW MIDDLE,049903041,42,42-Rural: Distant
VALLEY VIEW NORTH EL,108916103,21,21-Suburb: Large
VALLEY VIEW SOUTH EL,108916105,41,41-Rural: Fringe
VALLEY WEST EL,101912285,11,11-City: Large
VALOR NORTH AUSTIN,227829002,21,21-Suburb: Large
VALOR SOUTH AUSTIN,227829001,11,11-City: Large
VAN ALSTYNE H S,091908001,41,41-Rural: Fringe
VAN ALSTYNE J H,091908041,31,31-Town: Fringe
VAN BUREN EL,123908105,22,22-Suburb: Mid-size
VAN H S,234906001,32,32-Town: Distant
VAN HORN SCHOOL,055901001,43,43-Rural: Remote
VAN INT,234906103,32,32-Town: Distant
VAN J H,234906041,41,41-Rural: Fringe
VAN MIDDLE,234906104,41,41-Rural: Fringe
VAN RAUB EL,130901106,41,41-Rural: Fringe
VAN VLECK EL,158906102,32,32-Town: Distant
VAN VLECK H S,158906002,41,41-Rural: Fringe
VAN VLECK INT,158906103,32,32-Town: Distant
VAN VLECK JR H S,158906041,41,41-Rural: Fringe
VAN ZANDT CO YOUTH MULTI-SERVICE CTR,234904002,32,32-Town: Distant
VAN ZANDT-GUINN EL,220905135,11,11-City: Large
VANDAGRIFF EL,184907101,31,31-Town: Fringe
VANDEGRIFT H S,246913005,41,41-Rural: Fringe
VANDEVENTER MIDDLE,043905054,21,21-Suburb: Large
VANGUARD BEETHOVEN,108808105,12,12-City: Mid-size
VANGUARD H S,057914006,21,21-Suburb: Large
VANGUARD MOZART,108808104,21,21-Suburb: Large
VANGUARD PICASSO,108808103,21,21-Suburb: Large
VANGUARD REMBRANDT,108808101,21,21-Suburb: Large
VANGUARD VAN GOGH,108808106,21,21-Suburb: Large
VANSTON MIDDLE,057914042,21,21-Suburb: Large
VARDEMAN EC/PK/K,101902166,21,21-Suburb: Large
VARNETT CHARTER SCHOOL,101814101,11,11-City: Large
VAUGHN EL,043905142,21,21-Suburb: Large
VEGA EL,180902101,43,43-Rural: Remote
VEGA H S,180902001,43,43-Rural: Remote
VEGA J H,180902041,43,43-Rural: Remote
VELA MIDDLE,031901047,12,12-City: Mid-size
VELASCO EL,020905110,23,23-Suburb: Small
VELMA PENNY EL,212903102,31,31-Town: Fringe
VENABLE VILLAGE EL,014906126,22,22-Suburb: Mid-size
VENTURE ALTER H S,220901006,11,11-City: Large
VENUS EL,126908101,31,31-Town: Fringe
VENUS H S,126908001,31,31-Town: Fringe
VENUS MIDDLE,126908041,31,31-Town: Fringe
VENUS PRI,126908102,31,31-Town: Fringe
VERAMENDI EL,046901111,41,41-Rural: Fringe
VERIBEST DAEP,226908005,41,41-Rural: Fringe
VERIBEST EL,226908101,42,42-Rural: Distant
VERIBEST H S,226908001,42,42-Rural: Distant
VERIBEST PPCD,226906191,42,42-Rural: Distant
VERIBEST PPCD,048903191,43,43-Rural: Remote
VERIBEST SPECIAL PROGRAMS,041902102,42,42-Rural: Distant
VERMILLION ROAD EL,031901126,12,12-City: Mid-size
VERNAL LISTER EL,057909147,21,21-Suburb: Large
VERNON H S,244903001,33,33-Town: Remote
VERNON ISD OPPORTUNITY CENTER,244903003,33,33-Town: Remote
VERNON MIDDLE,244903041,33,33-Town: Remote
VERNON MIDDLE,031903043,13,13-City: Small
VERNON SCHRADE MIDDLE,057909054,21,21-Suburb: Large
VERSIA WILLIAMS EL,220905159,11,11-City: Large
VESTAL EL,015904113,11,11-City: Large
VETERAN'S MEMORIAL INT,170902056,13,13-City: Small
VETERANS HILL EL,246906106,41,41-Rural: Fringe
VETERANS MEMORIAL EARLY COLLEGE H S,031901009,41,41-Rural: Fringe
VETERANS MEMORIAL EL,214903109,32,32-Town: Distant
VETERANS MEMORIAL EL,240903133,11,11-City: Large
VETERANS MEMORIAL H S,015916010,41,41-Rural: Fringe
VETERANS MEMORIAL H S,178904015,11,11-City: Large
VETERANS MEMORIAL H S,108908002,13,13-City: Small
VETERANS MIDDLE,214901044,41,41-Rural: Fringe
VETERANS MIDDLE,108902046,21,21-Suburb: Large
VIC ROBERTSON EL,246909111,12,12-City: Mid-size
VICKERS EL,235902114,13,13-City: Small
VICTOR H HEXTER EL,057905153,11,11-City: Large
VICTORIA EAST H S,235902013,41,41-Rural: Fringe
VICTORIA ISD HEADSTART,235902127,13,13-City: Small
VICTORIA REGIONAL JUVENILE JUSTICE CENTER,235902008,23,23-Suburb: Small
VICTORIA WALKER EL,101911122,13,13-City: Small
VICTORIA WEST H S,235902014,41,41-Rural: Fringe
VICTORY EARLY COLLEGE H S,101902008,11,11-City: Large
VICTORY LAKES INT,084910048,21,21-Suburb: Large
VIDA N CLOVER EL,108909125,21,21-Suburb: Large
VIDOR EL,181907102,22,22-Suburb: Mid-size
VIDOR H S,181907001,22,22-Suburb: Mid-size
VIDOR J H,181907041,22,22-Suburb: Mid-size
VIDOR MIDDLE,181907104,22,22-Suburb: Mid-size
VILLA NUEVA EL,031901117,12,12-City: Mid-size
VILLAGE AT WESTPOINTE (NORTH) EL,015915229,21,21-Suburb: Large
VILLAGE EL,246904107,13,13-City: Small
VILLAGE TECH SCHOOLS,057847001,21,21-Suburb: Large
VILLAREAL EL,031906102,22,22-Suburb: Mid-size
VILLARREAL EL,015915116,11,11-City: Large
VILLARREAL EL,108904124,12,12-City: Mid-size
VINCENT MIDDLE,123910048,12,12-City: Mid-size
VINES EC/PK/K,101902154,11,11-City: Large
VINES H S,043910004,11,11-City: Large
VINEYARD RANCH EL,015910147,11,11-City: Large
VIOLA COBB EL,101905101,21,21-Suburb: Large
VIOLA M COLEMAN H S,165901004,12,12-City: Mid-size
VIRGINIA ALLRED STACEY JR/SR H S,015913001,21,21-Suburb: Large
VIRGINIA REINHARDT EL,199901101,21,21-Suburb: Large
VIRIDIAN EL,220916125,11,11-City: Large
VISION ACADEMY OF EXCELLENCE,108904007,12,12-City: Mid-size
VISTA ACADEMY OF AUSTIN-MUELLER,221801048,11,11-City: Large
VISTA ACADEMY OF BEAUMONT,221801052,41,41-Rural: Fringe
VISTA ACADEMY OF GARLAND,221801026,21,21-Suburb: Large
VISTA ACADEMY OF HUMBLE,221801057,21,21-Suburb: Large
VISTA ACADEMY OF PASADENA,221801055,21,21-Suburb: Large
VISTA ACADEMY OF THE WOODLANDS,221801050,12,12-City: Mid-size
VISTA DEL FUTURO CHARTER SCHOOL,071809001,11,11-City: Large
VISTA DEL SOL EL,071909106,11,11-City: Large
